comments,brand_name,cleaned_comment,sentiment,date
It is wonderful brand,Limelight,it is wonderful brand,Positive,01/02/2024
Good,Limelight,good,Positive,21/01/2024
Nice brand,Limelight,nice brand,Positive,17/03/2024
Nice staff good center,Limelight,nice staff good center,Positive,05/03/2024
Nice but costly.,Limelight,nice but costly,Positive,18/02/2024
Clothe brand with fixed prices,Limelight,clothe brand with fixed prices,Positive,06/01/2024
Trendy women clothing store,Limelight,trendy women clothing store,Positive,13/02/2024
My favourite place,Limelight,my favourite place,Neutral,17/01/2024
Wel Done,Limelight,wel done,Neutral,24/03/2024
Lovely dresses,Limelight,lovely dresses,Positive,13/01/2024
Exclusive store for women clothing.,Limelight,exclusive store for women clothing,Neutral,24/03/2024
V.good,Limelight,vgood,Neutral,08/02/2024
good,Limelight,good,Positive,27/03/2024
Excellent,Limelight,excellent,Positive,19/01/2024
Best,Limelight,best,Positive,14/02/2024
Low quality,Limelight,low quality,Neutral,19/01/2024
It was Fantastic,Limelight,it was fantastic,Positive,21/03/2024
Average,Limelight,average,Negative,14/01/2024
Prices r so high,Limelight,prices r so high,Positive,24/02/2024
Female dresses,Limelight,female dresses,Neutral,22/02/2024
Lots of variety,Limelight,lots of variety,Neutral,09/02/2024
good one,Limelight,good one,Positive,15/02/2024
Good shop,Limelight,good shop,Positive,26/02/2024
Very good,Limelight,very good,Positive,03/02/2024
Ladies Shopping,Limelight,ladies shopping,Neutral,28/03/2024
Nice one ,Limelight,nice one,Positive,19/01/2024
Just ok,Limelight,just ok,Positive,02/01/2024
Popular for ready clothes,Limelight,popular for ready clothes,Positive,04/02/2024
Awesome quality and collection,nishatlinen,awesome quality and collection,Positive,26/03/2024
Best quality fabric and design,nishatlinen,best quality fabric and design,Positive,24/02/2024
"Very non cooperative staff .
I go there just on the name of Nishat",nishatlinen,very non cooperative staff i go there just on the name of nishat,Positive,01/02/2024
Nice place to take clothes and house stuff bedsheets stallers n much more.,nishatlinen,nice place to take clothes and house stuff bedsheets stallers n much more,Positive,08/03/2024
Good store,nishatlinen,good store,Positive,17/01/2024
Nice store for shopping,nishatlinen,nice store for shopping,Positive,08/02/2024
Good place to empty pocket,nishatlinen,good place to empty pocket,Positive,28/02/2024
"Like always, great experience with warm welcome, best customer service and even better products. Love to visit this place.",nishatlinen,like always great experience with warm welcome best customer service and even better products love to visit this place,Positive,23/01/2024
Good place to visit,nishatlinen,good place to visit,Positive,17/01/2024
Nice place.,nishatlinen,nice place,Positive,03/02/2024
Good,nishatlinen,good,Positive,02/02/2024
One of my favourite  outlet ... just loved it â¤,nishatlinen,one of my favourite outlet just loved it â,Positive,04/01/2024
Awesome verity of clothes,nishatlinen,awesome verity of clothes,Positive,26/03/2024
Not to much excited about prints and designes but   stiff and fabric nodoubt of good quality,nishatlinen,not to much excited about prints and designes but stiff and fabric nodoubt of good quality,Positive,24/03/2024
Nice place for ladies garment shoping,nishatlinen,nice place for ladies garment shoping,Positive,07/01/2024
A premium shopping place for fabrics,nishatlinen,a premium shopping place for fabrics,Neutral,01/02/2024
Having always a good experience whenever we visit this place for shoping.,nishatlinen,having always a good experience whenever we visit this place for shoping,Positive,23/03/2024
An awesome well organised place to be in,nishatlinen,an awesome well organised place to be in,Positive,21/02/2024
Less verity then the outlets in Lahore,nishatlinen,less verity then the outlets in lahore,Negative,21/01/2024
A one place for shopping,nishatlinen,a one place for shopping,Neutral,31/03/2024
Good,nishatlinen,good,Positive,25/02/2024
Nice,nishatlinen,nice,Positive,18/03/2024
Nice collection,nishatlinen,nice collection,Positive,26/02/2024
Good,nishatlinen,good,Positive,17/03/2024
Fine store,nishatlinen,fine store,Positive,05/03/2024
Good Service,nishatlinen,good service,Positive,06/02/2024
Expensive but amazing quality,nishatlinen,expensive but amazing quality,Positive,21/01/2024
Excellent vendor,nishatlinen,excellent vendor,Positive,09/02/2024
Brand clothe store with fixed prices.,nishatlinen,brand clothe store with fixed prices,Positive,23/01/2024
Nice place to visit,nishatlinen,nice place to visit,Positive,24/03/2024
Good,nishatlinen,good,Positive,22/02/2024
Expensive but good,nishatlinen,expensive but good,Positive,22/02/2024
Nishat Linen Bahawalpur is good store,nishatlinen,nishat linen bahawalpur is good store,Positive,27/03/2024
Great,nishatlinen,great,Positive,26/02/2024
Royal,nishatlinen,royal,Neutral,13/02/2024
Nice,nishatlinen,nice,Positive,24/02/2024
Wonderful,nishatlinen,wonderful,Positive,23/01/2024
Wonderful,nishatlinen,wonderful,Positive,16/01/2024
Good,nishatlinen,good,Positive,09/01/2024
nice,nishatlinen,nice,Positive,05/01/2024
V good,nishatlinen,v good,Positive,19/03/2024
Good variety of all types of clothes under fair prices,one,good variety of all types of clothes under fair prices,Positive,29/03/2024
Reasonable pricing.,one,reasonable pricing,Positive,29/02/2024
Amazing customer services. Very humble staff,one,amazing customer services very humble staff,Positive,04/03/2024
Great Experience.. Quality Stuff,one,great experience quality stuff,Positive,28/02/2024
For shoping,one,for shoping,Neutral,01/01/2024
Good,one,good,Positive,06/03/2024
"Nice brand, on low price, good quality",one,nice brand on low price good quality,Positive,05/01/2024
Good place to shop,one,good place to shop,Positive,17/01/2024
Shopping Brand,one,shopping brand,Neutral,02/01/2024
Rates are high as compared to quality,one,rates are high as compared to quality,Positive,16/02/2024
Very good quality western clothing in affordable prices,one,very good quality western clothing in affordable prices,Positive,07/01/2024
Shopping fare,one,shopping fare,Neutral,11/02/2024
Good stuff price high,one,good stuff price high,Positive,09/01/2024
"I absolutely love them.  I was still genuinely surprised at the quality of the material as soon as I opened the package. The material has some weight to it - doesn't feel cheap, thin or flimsy at all, and is soft to the touch. Be warned â€¦",Outfitters,i absolutely love them i was still genuinely surprised at the quality of the material as soon as i opened the package the material has some weight to it doesnt feel cheap thin or flimsy at all and is soft to the touch be warned â,Positive,03/01/2024
"I love it
Always shop here",Outfitters,i love it always shop here,Positive,21/03/2024
I buy baby clothes ..good collection,Outfitters,i buy baby clothes good collection,Positive,20/01/2024
Best place for shopping here you can buy each and every thing for yourself.,Outfitters,best place for shopping here you can buy each and every thing for yourself,Positive,17/02/2024
Good products and nice staff,Outfitters,good products and nice staff,Positive,22/03/2024
Service was perfect. Quality and price were affordable and the summer sale was above all.,Outfitters,service was perfect quality and price were affordable and the summer sale was above all,Positive,14/03/2024
Always loved their stuff.,Outfitters,always loved their stuff,Positive,05/02/2024
Loved their new winter collection,Outfitters,loved their new winter collection,Positive,10/01/2024
Its a good branch dealing of the staff is OK and and stock is also reasonable maintained then the other branches,Outfitters,its a good branch dealing of the staff is ok and and stock is also reasonable maintained then the other branches,Positive,19/01/2024
"Very Organised, Clean , Supportive Staff ,",Outfitters,very organised clean supportive staff,Positive,04/03/2024
"Outfitters store has not a full range of items. Just has average collection. Trendy stuff for gents , ladies and kids. New styles are also displayed by the staff but these designs and styles are not so good to be purchased. Footware â€¦",Outfitters,outfitters store has not a full range of items just has average collection trendy stuff for gents ladies and kids new styles are also displayed by the staff but these designs and styles are not so good to be purchased footware â,Positive,11/02/2024
Better outlet.,Outfitters,better outlet,Positive,07/03/2024
Outfitters is great but expensive. They should have more options too!!,Outfitters,outfitters is great but expensive they should have more options too,Positive,28/01/2024
Nice bought something today will give it a try ...... Then will add review again ðŸ˜‹ðŸ˜‡,Outfitters,nice bought something today will give it a try then will add review again ðÿðÿ,Positive,01/03/2024
I love its shoes...,Outfitters,i love its shoes,Positive,21/03/2024
Always my favourite,Outfitters,always my favourite,Neutral,29/02/2024
Had Nice stock,Outfitters,had nice stock,Positive,31/01/2024
Zero star . They are disgraceful selling bad and olddated stuff. Torn clothes in most of the branches,Outfitters,zero star they are disgraceful selling bad and olddated stuff torn clothes in most of the branches,Negative,09/02/2024
Good brand,Outfitters,good brand,Positive,08/01/2024
Good quality of products. Good service and shop,Outfitters,good quality of products good service and shop,Positive,03/03/2024
"Shopping Centre
Not a Vast variety here
Casual dresses are more
Watches are available at sensible prize",Outfitters,shopping centre not a vast variety here casual dresses are more watches are available at sensible prize,Positive,27/01/2024
Best baby collections,Outfitters,best baby collections,Positive,25/02/2024
Its ok,Outfitters,its ok,Positive,21/01/2024
Amazing kid's range.,Outfitters,amazing kids range,Positive,25/03/2024
Nice brands and nice dezine...outclass,Outfitters,nice brands and nice dezineoutclass,Positive,28/02/2024
Best one,Outfitters,best one,Positive,17/03/2024
It is one of the best clothig brand of a ages,Outfitters,it is one of the best clothig brand of a ages,Positive,16/03/2024
Very peaceful and nice place,Outfitters,very peaceful and nice place,Positive,02/03/2024
I bought a baby shoe and the size was smaller than my kid size. I asked that plz confirm it from your other outlet which is placed in Haqi center and after confirmation they said large size of that article is not available at that outlet while i visit the Haqi center just after half an hour the large size of same article was available there. They are deceiving the customers,Outfitters,i bought a baby shoe and the size was smaller than my kid size i asked that plz confirm it from your other outlet which is placed in haqi center and after confirmation they said large size of that article is not available at that outlet while i visit the haqi center just after half an hour the large size of same article was available there they are deceiving the customers,Positive,17/02/2024
Not much variety but Moderate prices,Outfitters,not much variety but moderate prices,Negative,07/03/2024
Good stuff as compared to other brands but sizes issue always specially shoes.,Outfitters,good stuff as compared to other brands but sizes issue always specially shoes,Positive,28/03/2024
Good place for all kind of clothes,Outfitters,good place for all kind of clothes,Positive,27/03/2024
Reasonable clothing with prices in your reach,Outfitters,reasonable clothing with prices in your reach,Positive,01/02/2024
Expensive Garments,Outfitters,expensive garments,Negative,18/02/2024
Nice,Outfitters,nice,Positive,25/02/2024
Awesome place for shopping,Outfitters,awesome place for shopping,Positive,14/01/2024
Nice place.,Outfitters,nice place,Positive,18/03/2024
Upto 50% sale currently . Nice collection casaual and formal as well . Must visit,Outfitters,upto sale currently nice collection casaual and formal as well must visit,Positive,23/03/2024
Very good.  Wow.,Outfitters,very good wow,Positive,23/02/2024
They don't have updated stock there. And the sales boy was rude and not helpful at all.,Outfitters,they dont have updated stock there and the sales boy was rude and not helpful at all,Negative,07/01/2024
Good quality of products,Outfitters,good quality of products,Positive,06/01/2024
Good shop,Outfitters,good shop,Positive,12/03/2024
Stuff is not good but stitching is mond blowing. Most of shirts' color fade away in sunlight beware.,Outfitters,stuff is not good but stitching is mond blowing most of shirts color fade away in sunlight beware,Positive,13/03/2024
Nice brand for bwp,Outfitters,nice brand for bwp,Positive,01/03/2024
Good at sale,Outfitters,good at sale,Positive,24/01/2024
Various variety for casual lovers,Outfitters,various variety for casual lovers,Negative,06/03/2024
Complete range same like lhr and Karachi stores ....,Outfitters,complete range same like lhr and karachi stores,Positive,03/01/2024
Bit expensive as per quality,Outfitters,bit expensive as per quality,Negative,08/01/2024
Awsome,Outfitters,awsome,Neutral,10/03/2024
Nice branding hear,Outfitters,nice branding hear,Positive,12/03/2024
Best quality but too expensive,Outfitters,best quality but too expensive,Positive,12/03/2024
Clothing store,Outfitters,clothing store,Neutral,26/03/2024
so so,Outfitters,so so,Neutral,14/01/2024
Not too much variety,Outfitters,not too much variety,Positive,21/03/2024
stock of variety not available,Outfitters,stock of variety not available,Negative,19/02/2024
Try room mostly closed,Outfitters,try room mostly closed,Negative,13/03/2024
Nice Brand,Outfitters,nice brand,Positive,11/02/2024
Variety of wearables,Outfitters,variety of wearables,Neutral,14/02/2024
Good collection,Outfitters,good collection,Positive,16/03/2024
Nice brand,Outfitters,nice brand,Positive,15/03/2024
Shortage of variety..,Outfitters,shortage of variety,Neutral,29/02/2024
Awesomely,Outfitters,awesomely,Positive,25/02/2024
waste,Outfitters,waste,Negative,26/03/2024
Excellent,Outfitters,excellent,Positive,11/03/2024
Loved it,Outfitters,loved it,Positive,23/03/2024
Good collection,Outfitters,good collection,Positive,11/02/2024
"it,s a good clothing  brand.",Outfitters,its a good clothing brand,Positive,09/01/2024
"Good clothes, excellent environment. Staff behaviour is very good. Location of the outlet is best with fair parking space. Since day 1 they have been treating their customers well.",Sapphire,good clothes excellent environment staff behaviour is very good location of the outlet is best with fair parking space since day they have been treating their customers well,Positive,22/02/2024
this shop is situated in dubai chowk bahawal pur infront of go petrol pump opposite side,Sapphire,this shop is situated in dubai chowk bahawal pur infront of go petrol pump opposite side,Neutral,25/03/2024
It is sphaire clothing brand flagship shop in Bahawalpur,Sapphire,it is sphaire clothing brand flagship shop in bahawalpur,Neutral,20/02/2024
It's my favorite clothing brand so far but clothes go out of stock very fast and restock bhi nai hoty,Sapphire,its my favorite clothing brand so far but clothes go out of stock very fast and restock bhi nai hoty,Positive,20/03/2024
Compact and at prime location of The City.,Sapphire,compact and at prime location of the city,Neutral,24/01/2024
Good place for family shopping ,Sapphire,good place for family shopping,Positive,07/01/2024
Great place! They recently had sale 50 percent of!! Enjoyable for women who are interested in clothes but it is quite expensive!,Sapphire,great place they recently had sale percent of enjoyable for women who are interested in clothes but it is quite expensive,Positive,29/03/2024
They have very nice products . Provide best quality products.,Sapphire,they have very nice products provide best quality products,Positive,05/03/2024
"Good place,
I visited this shop Sapphire Cloth and i got a good service here. The quality of Things of this shop is very good. The quailty of Cloths of this shop is great.
Nice place
I suggest you to go there and enjoy.
Love this place.
Thank you.
Have a nice day Friends",Sapphire,good place i visited this shop sapphire cloth and i got a good service here the quality of things of this shop is very good the quailty of cloths of this shop is great nice place i suggest you to go there and enjoy love this place thank you have a nice day friends,Positive,08/01/2024
Too expensive for me,Sapphire,too expensive for me,Negative,01/02/2024
Good customer service,Sapphire,good customer service,Positive,15/03/2024
Winter collection and female perfumes are good,Sapphire,winter collection and female perfumes are good,Positive,30/03/2024
Neat clean,Sapphire,neat clean,Positive,07/03/2024
I personally don't recommend this place .,Sapphire,i personally dont recommend this place,Neutral,16/01/2024
My experience was very good. I always appreciate its vibrant colours and unique designs,Sapphire,my experience was very good i always appreciate its vibrant colours and unique designs,Positive,09/03/2024
The best place for ladies or kids shopping,Sapphire,the best place for ladies or kids shopping,Positive,17/02/2024
Best place to eat,Sapphire,best place to eat,Positive,02/01/2024
It's ok,Sapphire,its ok,Positive,05/03/2024
Best place where u find clothes and food also the lodging service..,Sapphire,best place where u find clothes and food also the lodging service,Positive,12/01/2024
Best ground for sports.,Sapphire,best ground for sports,Positive,22/02/2024
Little expensive but high quality,Sapphire,little expensive but high quality,Negative,26/01/2024
Good,Sapphire,good,Positive,21/03/2024
Rushed point,Sapphire,rushed point,Neutral,16/03/2024
Awesome place for shopping,Sapphire,awesome place for shopping,Positive,10/02/2024
Never go there. But ok,Sapphire,never go there but ok,Positive,04/03/2024
Parking is a big issue here,Sapphire,parking is a big issue here,Neutral,12/02/2024
Always good stuff,Sapphire,always good stuff,Positive,08/01/2024
"A good shopping mall..
Lov to did shopping.",Sapphire,a good shopping mall lov to did shopping,Positive,23/02/2024
Good outlet in Bwp,Sapphire,good outlet in bwp,Positive,24/03/2024
Nice for shopping but rates are higher than market,Sapphire,nice for shopping but rates are higher than market,Positive,18/01/2024
the one and only brand u can trust,Sapphire,the one and only brand u can trust,Neutral,21/03/2024
Its good place but spend mony too much,Sapphire,its good place but spend mony too much,Positive,11/03/2024
Batter clothes,Sapphire,batter clothes,Neutral,10/01/2024
it is branded clothes shoping maal and hotel,Sapphire,it is branded clothes shoping maal and hotel,Neutral,09/02/2024
Nice,Sapphire,nice,Positive,13/03/2024
Good,Sapphire,good,Positive,06/01/2024
Good,Sapphire,good,Positive,25/01/2024
It is on main road and the staff was very helpful,Sapphire,it is on main road and the staff was very helpful,Positive,14/01/2024
Nice place,Sapphire,nice place,Positive,30/01/2024
"I actually love this place. Their prints and stuff is outstanding. They are different from others like, NL, And warda, they seems tooo typical specially in Bahawalpur. But the Sapphire is better than the other too. most important thing is they offer a whole cool stuff on sales too.. Jewelry section and goggles are my weakness. ðŸ’â¤ï¸",Sapphire,i actually love this place their prints and stuff is outstanding they are different from others like nl and warda they seems tooo typical specially in bahawalpur but the sapphire is better than the other too most important thing is they offer a whole cool stuff on sales too jewelry section and goggles are my weakness ðÿâï,Positive,11/03/2024
"Very cooperative staff.
Need to work on return/change policy",Sapphire,very cooperative staff need to work on returnchange policy,Positive,23/02/2024
"The Poor quality of services, in sale days they throw clothes like before dogs, inhuman attitude also owner enjoys snatching between women as promote such vulgar services. They also record videos of customers in cctv and enjoy.",Sapphire,the poor quality of services in sale days they throw clothes like before dogs inhuman attitude also owner enjoys snatching between women as promote such vulgar services they also record videos of customers in cctv and enjoy,Negative,28/02/2024
yes   u must visit sapphire when they put sale,Sapphire,yes u must visit sapphire when they put sale,Neutral,14/03/2024
Very expensive clothes. Not a good place for middle class persons.,Sapphire,very expensive clothes not a good place for middle class persons,Negative,04/03/2024
"Well managed
New arrivals
Fresh designed dresses",Sapphire,well managed new arrivals fresh designed dresses,Positive,04/01/2024
Really good,Sapphire,really good,Positive,30/01/2024
Nice environment. Great styles and choices. Unique,Sapphire,nice environment great styles and choices unique,Positive,01/01/2024
Very good,Sapphire,very good,Positive,18/01/2024
"Flagship Sapphire Clothing outlet.
Easily accessible, ambiant and cozy, this place is by far posh than other stores in their line up",Sapphire,flagship sapphire clothing outlet easily accessible ambiant and cozy this place is by far posh than other stores in their line up,Positive,21/01/2024
"Awesome summer collection, but they need restocking of some out of stock good stuff",Sapphire,awesome summer collection but they need restocking of some out of stock good stuff,Positive,25/03/2024
Amazing management,Sapphire,amazing management,Positive,11/03/2024
Very helpful staff especially Hammad. Highly recommend,Sapphire,very helpful staff especially hammad highly recommend,Positive,22/01/2024
Pizza of better quality offers new deals relatively better place,Sapphire,pizza of better quality offers new deals relatively better place,Positive,07/03/2024
A great brand under a great roof,Sapphire,a great brand under a great roof,Positive,27/03/2024
Descent market,Sapphire,descent market,Neutral,31/01/2024
A good shopping place but comparatively lesser variety,Sapphire,a good shopping place but comparatively lesser variety,Positive,21/03/2024
Great shopping mall.,Sapphire,great shopping mall,Positive,02/02/2024
"You can buy stitched clothes mans,womens and kids",Sapphire,you can buy stitched clothes manswomens and kids,Neutral,10/01/2024
Well behaved staff...,Sapphire,well behaved staff,Neutral,17/01/2024
sapphire is very good shop fpr cloths,Sapphire,sapphire is very good shop fpr cloths,Positive,20/02/2024
The clothes are very expencieve here,Sapphire,the clothes are very expencieve here,Positive,15/02/2024
"Sapphire colth avenue mall.
is the best shopping mall.",Sapphire,sapphire colth avenue mall is the best shopping mall,Positive,24/01/2024
Nice bright location with easy access and free parking,Sapphire,nice bright location with easy access and free parking,Positive,24/02/2024
With avarage range awsome cloths for gantes and ðŸšº,Sapphire,with avarage range awsome cloths for gantes and ðÿšº,Neutral,25/01/2024
Pathetic discipline. ..worse management...they should nor offer sale of they cannot manage the crowd. . Plus the stock was put with in 5 min.. no backup plan... worse experience. ...I hate it..,Sapphire,pathetic discipline worse managementthey should nor offer sale of they cannot manage the crowd plus the stock was put with in min no backup plan worse experience i hate it,Negative,26/03/2024
Best point in bahawalpur,Sapphire,best point in bahawalpur,Positive,12/02/2024
"Clothes quality awesome,",Sapphire,clothes quality awesome,Positive,25/03/2024
Store was close at 4p.m with out any  information. We r from multan. We have visited outlet at 4p.m but there was no entry for customers. Staff behaviour was very rude to us.so we advised to everyone not to ever visit  Bahawlpur outlet.whynot  u open your outlet in Multan.,Sapphire,store was close at pm with out any information we r from multan we have visited outlet at pm but there was no entry for customers staff behaviour was very rude to usso we advised to everyone not to ever visit bahawlpur outletwhynot u open your outlet in multan,Negative,13/02/2024
Good,Sapphire,good,Positive,27/03/2024
Big outlet with good parking space,Sapphire,big outlet with good parking space,Positive,22/02/2024
Nice collection but some times old one,Sapphire,nice collection but some times old one,Positive,22/01/2024
Nice,Sapphire,nice,Positive,12/02/2024
nice,Sapphire,nice,Positive,25/01/2024
Good collection of ladies clothes,Sapphire,good collection of ladies clothes,Positive,31/01/2024
Favorite brand for clothing ,Sapphire,favorite brand for clothing,Positive,01/03/2024
Your are the boss in town.,Sapphire,your are the boss in town,Neutral,17/01/2024
Good,Sapphire,good,Positive,23/01/2024
Must visit,Sapphire,must visit,Neutral,23/02/2024
Nice,Sapphire,nice,Positive,27/02/2024
Best ladies clothing in town,Sapphire,best ladies clothing in town,Positive,26/03/2024
I amloving it.,Sapphire,i amloving it,Neutral,02/02/2024
You can trust,Sapphire,you can trust,Neutral,07/03/2024
Best cloths,Sapphire,best cloths,Positive,11/01/2024
Good one,Sapphire,good one,Positive,18/02/2024
Beautiful shopping mall,Sapphire,beautiful shopping mall,Positive,30/03/2024
Nice place,Sapphire,nice place,Positive,27/01/2024
Fashion,Sapphire,fashion,Neutral,25/03/2024
Good place,Sapphire,good place,Positive,13/01/2024
Shopping & Eating,Sapphire,shopping eating,Neutral,07/01/2024
Best cloth store in BahawalPur,Sapphire,best cloth store in bahawalpur,Positive,26/01/2024
Too costly,Sapphire,too costly,Neutral,02/03/2024
Nice,Sapphire,nice,Positive,16/01/2024
Good place for shopping,Sapphire,good place for shopping,Positive,24/02/2024
Nice place,Sapphire,nice place,Positive,26/01/2024
For branded clothes shopping,Sapphire,for branded clothes shopping,Neutral,11/01/2024
Good place,Sapphire,good place,Positive,24/01/2024
Best stuff,Sapphire,best stuff,Positive,13/01/2024
Expensive but good clothong,Sapphire,expensive but good clothong,Positive,07/02/2024
Beautiful shopping experience,Sapphire,beautiful shopping experience,Positive,27/03/2024
Tooo good,Sapphire,tooo good,Positive,02/03/2024
GOOD,Sapphire,good,Positive,19/02/2024
Great mall,Sapphire,great mall,Positive,26/02/2024
Nyc,Sapphire,nyc,Neutral,24/02/2024
Nice,Sapphire,nice,Positive,05/01/2024
Big stores and poor Parking,Sapphire,big stores and poor parking,Negative,19/02/2024
good,Sapphire,good,Positive,29/03/2024
Rude manager,Sapphire,rude manager,Negative,10/02/2024
Good,Sapphire,good,Positive,25/03/2024
Lovely,Sapphire,lovely,Positive,13/02/2024
Great,Sapphire,great,Positive,13/02/2024
Experience,Sapphire,experience,Neutral,08/03/2024
wow,Sapphire,wow,Positive,29/02/2024
Branded,Sapphire,branded,Neutral,09/03/2024
ladies shopping,Sapphire,ladies shopping,Neutral,19/01/2024
Brand,Sapphire,brand,Neutral,10/01/2024
Clothes House,Sapphire,clothes house,Neutral,21/01/2024
Good,Sapphire,good,Positive,02/02/2024
Like,Sapphire,like,Neutral,19/01/2024
great,Sapphire,great,Positive,10/01/2024
Good,Sapphire,good,Positive,29/01/2024
Too costly,Sapphire,too costly,Neutral,15/03/2024
Very very costly,Sapphire,very very costly,Positive,15/01/2024
Extraordinary shopping,Sapphire,extraordinary shopping,Positive,10/01/2024
Good place,Sapphire,good place,Positive,16/02/2024
Average place,Sapphire,average place,Negative,27/01/2024
Just ok,Sapphire,just ok,Positive,31/01/2024
Nice,Sapphire,nice,Positive,05/01/2024
Best clothing,Sapphire,best clothing,Positive,01/02/2024
A costly cloths shop,Sapphire,a costly cloths shop,Neutral,06/03/2024
Good clothing outlet for females.,Sapphire,good clothing outlet for females,Positive,03/01/2024
Good place,Sapphire,good place,Positive,10/01/2024
Good place to shop,Sapphire,good place to shop,Positive,29/03/2024
Compatible price,Sapphire,compatible price,Neutral,25/02/2024
Ok variety but expensive,Sapphire,ok variety but expensive,Neutral,04/03/2024
Satisfied,Sapphire,satisfied,Positive,18/01/2024
Nice,Sapphire,nice,Positive,26/01/2024
Good clothes,Sapphire,good clothes,Positive,31/01/2024
Good shop,Sapphire,good shop,Positive,25/03/2024
Average variety available here.,Sapphire,average variety available here,Positive,27/01/2024
Awesome,Sapphire,awesome,Positive,20/02/2024
Very poor services,Sapphire,very poor services,Negative,25/02/2024
Superb variety and elegant designs.,Sapphire,superb variety and elegant designs,Positive,07/03/2024
nice place,Sapphire,nice place,Positive,29/03/2024
Good place for buy clothes,Sapphire,good place for buy clothes,Positive,11/02/2024
Very good environment,Sapphire,very good environment,Positive,22/02/2024
Nice store,Sapphire,nice store,Positive,04/02/2024
Best,Sapphire,best,Positive,02/03/2024
Good,Sapphire,good,Positive,18/01/2024
Nice place,Sapphire,nice place,Positive,31/01/2024
The manager of the outlet is a useless person. He is busy in petty matters 'look busy doing nothing' telling everyone that company is not providing staff. There are two counters and two individuals are dealing having long ques during sell. â€¦,Sapphire,the manager of the outlet is a useless person he is busy in petty matters look busy doing nothing telling everyone that company is not providing staff there are two counters and two individuals are dealing having long ques during sell â,Negative,09/03/2024
costly but having good stuff.,Sapphire,costly but having good stuff,Positive,08/02/2024
Loved it,Sapphire,loved it,Positive,06/01/2024
Good stuff with nice quality of stiching but need improvement of caller color and quality,Uniworth,good stuff with nice quality of stiching but need improvement of caller color and quality,Positive,04/01/2024
Nice collection of Men clothing,Uniworth,nice collection of men clothing,Positive,27/02/2024
"The worst place to buy garments. I bought two trousers from Bahawalpur, tried one since both were of same size. However, later on found that the one I didn't try had smaller waist. I took both trousers back to the store, the salesman â€¦",Uniworth,the worst place to buy garments i bought two trousers from bahawalpur tried one since both were of same size however later on found that the one i didnt try had smaller waist i took both trousers back to the store the salesman â,Negative,21/03/2024
"Good place,
I visited this shop and i got a good service here. The quality of Things of this shop is very good. The quailty of Dresses of this shop is great.
Nice place
I suggest you to go there and enjoy.
Love this place.
Thank you.
Have a nice day Friends",Uniworth,good place i visited this shop and i got a good service here the quality of things of this shop is very good the quailty of dresses of this shop is great nice place i suggest you to go there and enjoy love this place thank you have a nice day friends,Positive,03/03/2024
The staff was very cooperative and polite. There is a wide range of clothing available here. They also stitch suites on order ( which takes around 25 days). Alteration of clothes are available as well. ðŸ™‚,Uniworth,the staff was very cooperative and polite there is a wide range of clothing available here they also stitch suites on order which takes around days alteration of clothes are available as well ðÿ,Positive,23/03/2024
Uniworth Black is recommended. Super fine quality and stiching,Uniworth,uniworth black is recommended super fine quality and stiching,Positive,15/01/2024
"A franchise of most famous brand shirt and tie. A quality dress shirt, pants and soots available",Uniworth,a franchise of most famous brand shirt and tie a quality dress shirt pants and soots available,Positive,22/03/2024
my experience for formal dressing was great with them but this brand disappointed with their service on defective fabric claim. I went through a worst customer service experience with them. my trouser faded just like hell within 2 home â€¦,Uniworth,my experience for formal dressing was great with them but this brand disappointed with their service on defective fabric claim i went through a worst customer service experience with them my trouser faded just like hell within home â,Negative,19/03/2024
Fine Men's wear,Uniworth,fine mens wear,Positive,26/02/2024
I love it,Uniworth,i love it,Positive,02/03/2024
I love this place really,Uniworth,i love this place really,Positive,13/01/2024
Alteration service was a little slow,Uniworth,alteration service was a little slow,Negative,02/02/2024
No need.,Uniworth,no need,Neutral,29/03/2024
There is a reasonable shirts and every thing,Uniworth,there is a reasonable shirts and every thing,Positive,25/03/2024
"Awsome services and quality, but expensive.",Uniworth,awsome services and quality but expensive,Negative,10/03/2024
Best brand,Uniworth,best brand,Positive,25/03/2024
Best place for formal suiting.,Uniworth,best place for formal suiting,Positive,14/03/2024
ðŸ‘,Uniworth,ðÿ,Neutral,22/02/2024
Great shopping place,Uniworth,great shopping place,Positive,17/02/2024
Normal price range outlet,Uniworth,normal price range outlet,Positive,20/01/2024
My favorite brand,Uniworth,my favorite brand,Positive,11/03/2024
Good brand but no New collection,Uniworth,good brand but no new collection,Positive,31/03/2024
Loved it,Uniworth,loved it,Positive,17/02/2024
Good place,Uniworth,good place,Positive,27/02/2024
They are famous for their formal wear men collection.,Uniworth,they are famous for their formal wear men collection,Positive,21/01/2024
A name for quality.,Uniworth,a name for quality,Neutral,26/02/2024
Nice brand,Uniworth,nice brand,Positive,28/03/2024
Good,Uniworth,good,Positive,10/01/2024
Nice place for dress.,Uniworth,nice place for dress,Positive,09/01/2024
Good place for office dresses and court pant,Uniworth,good place for office dresses and court pant,Positive,20/02/2024
Quality,Uniworth,quality,Neutral,06/03/2024
Brads shop,Uniworth,brads shop,Neutral,17/02/2024
A Verity of  brands,Uniworth,a verity of brands,Neutral,06/01/2024
Classy,Uniworth,classy,Positive,03/03/2024
Quality stuff,Uniworth,quality stuff,Neutral,27/01/2024
